,0,1,2,3,4,5,6,7,8,9
27,-1653.8093335700614,211.1879433133376,-1604.3784031723408,219.96939045508176,-1488.7846235795405,223.34962567906578,-2018.5946377840992,260.0838819542496,19015.15151515152,4009.7195961400366
28,-1660.0057705965992,216.1052821630737,-1534.55625591856,218.00923875845154,-1546.7227450284008,218.5335734735504,-1818.7841796875,254.83504438972162,14606.060606060637,3965.324911390309
29,-1628.1622869318198,198.18542802086594,-1354.4685132575614,178.1599660414682,-1561.04610558712,208.40709154170838,-1468.95877722538,209.278071274899,16333.333333333358,4087.4530856356905
30,-1195.25331439394,178.06900417100147,-717.1454782196997,148.79688778774988,-1233.1523733428003,175.19079741455067,-826.9167258522793,196.8967368981149,1818.181818181838,3651.355459855268
31,-966.5771484375,183.11290047134304,-552.4640447443198,163.8446888028562,-873.3087713068198,183.1065285711839,-477.55504261363967,196.6243280161172,7015.15151515152,4202.124610202489
32,-840.6594756155209,152.05673964487042,-476.76624644886033,141.29310074512568,-723.4644294507598,176.5597890349383,-413.1816702178003,150.85206470780153,2348.4848484848044,4028.9448611534604
33,-697.1388198390196,133.67680712351452,-482.64515269886033,127.41850957568037,-659.7477213541606,146.8504317764791,-409.11724668561874,141.43826177341774,7257.57575757576,4425.433629591269
34,-367.12535511363967,113.6411559688939,-235.59274384469973,119.39744690421264,-538.4989050662989,119.74983749071912,-128.8439571496201,150.02218454767166,11969.69696969696,4393.646803215406
35,-191.7106119791606,114.58691410827494,-227.40056818181984,112.79808365227167,-237.70004734848044,125.47547677823847,-207.78009588068016,139.30059889815342,893.9393939393631,6705.098590433851
36,-106.66163589015923,117.14293786359806,-222.13970762311874,112.44334756514007,-196.6357421875,123.97883590070055,-254.92483428030027,137.73503642228005,-21515.15151515152,8469.82002404239
37,293.0927438446997,121.21741391596758,233.85120738636033,110.578090509508,-19.518229166660603,130.13616406030522,306.1591500946997,125.01769396813681,-50090.90909090912,9216.532038132204
38,356.71164772727934,115.59578188409785,489.6996330492402,102.30512339669951,356.2178918087011,114.40071221674029,316.32427793561874,119.73402231593371,-65848.4848484848,9472.622578378001
39,287.42128314393995,114.20271993874935,478.1929154829595,101.77233908816707,428.8976680871201,108.28178531083637,302.1476976799386,119.55251675410297,-74106.06060606064,10162.953302791013
40,-145.57202888256143,114.97520461684523,4.71798058712011,113.35547690718995,213.3968098958394,108.24873260566625,-265.16009706438126,126.63733663809408,-84590.90909090912,10039.146518002282
41,-430.26100852272066,116.8616959473567,-218.94176136363967,115.35081355132952,-232.6664595170405,103.98765410020196,-400.46209161931984,130.77171992020843,-60015.15151515152,9396.69363338347
42,-654.9638967803003,105.22507684791942,-496.18016098484077,102.66351712697622,-375.99431818181984,115.40211129717483,-605.8476858428003,113.59049340700456,-26954.54545454544,7011.855368051978
43,-350.2380741003799,104.70151319723068,-531.4275568181802,107.67554147219579,-373.9021070075614,114.31822975160443,-294.63734019886033,112.21528742350468,2954.5454545454413,6850.529327440012
44,-171.9075520833394,108.73853790164515,-437.5525272253799,121.26658591463226,-161.78119081438126,119.0035272925656,-236.54651988636033,117.1095500472261,19924.242424242475,7676.463975917149
45,184.32631983901956,131.85907038788318,-267.90349786931984,113.8369850144668,-186.18312026515923,114.6899982450117,167.69782788825978,131.28584122165822,50151.515151515196,7437.719369637954
46,550.9919507575614,144.5339433225557,260.65947561552093,131.03995499922246,130.62677556818016,126.09254562754566,536.3834635416606,138.64201804823153,46939.39393939392,7183.325503501577
47,758.3567116477207,144.9393544577528,434.7529000946997,131.93019173016637,277.99863873106005,131.72092190367542,708.76524029356,136.462685398609,37196.969696969754,6745.001209956456
48,728.8405539772793,143.06737432412427,547.5036991003799,135.81665576804255,476.69907078598044,128.5386907265992,687.9236209753799,138.19617361837675,30348.484848484804,6491.507484512947
49,596.5895774147793,154.4134711680125,699.4077000473408,141.30645782891048,555.3599964488603,133.81172595211302,523.6366595643813,144.57976239198837,6545.454545454559,6698.760215872193
50,194.86594460227934,176.2215728925241,290.9969815340992,147.75920047021924,273.04539535984077,142.5766975301765,189.5421993371201,158.7570038057326,-28348.484848484804,6867.289816331301
51,-681.2281013257598,204.61847525847105,-418.8790246212011,188.7539229003667,-36.64521188447907,165.1606684202031,-880.9645774147793,215.55962387225497,-40227.27272727272,7156.191331998138
52,-1663.9333274147793,277.213200507996,-1388.8217625473408,259.78588120696884,-979.6400035511397,237.40956884012064,-1771.9806463068198,280.3860420244827,-19227.27272727272,8955.149956522317
53,-2390.4878373579595,307.8063911025053,-2097.419063683701,295.0631106019668,-1911.3552024147793,278.9638678471685,-2297.4007161458394,305.9064318725702,-7015.15151515152,9023.990065055195
54,-2664.6482895359804,343.6388259979979,-2550.80388849432,334.2306382582244,-2373.366329308701,315.8043247167278,-2493.1685014204595,326.82499475037605,14636.363636363603,8906.91995812783
55,-2635.3743489583394,336.4683135973449,-2472.3256983901592,315.32635433400236,-2470.076053503799,313.5783428724108,-2504.7287819602207,316.4076187557229,34515.15151515152,8577.96523677415
56,-2175.19767992424,285.7216282872833,-2352.969045928021,291.6626411613153,-2404.684688683701,301.690792504198,-2169.1135475852207,262.23373905936853,61106.06060606064,8357.151636237935
57,-1664.9633049242402,230.35669872627292,-1629.6509528882598,237.17974531951424,-1951.9060724431802,251.74284684468884,-1402.9379734848408,213.79740764254788,41712.1212121212,8250.880243549074
58,-729.5925071022793,173.3392989113411,-753.5971531723408,193.46709133167369,-1046.99277935606,195.23595990757997,-516.4914772727207,176.75972108819906,2878.7878787879163,8184.615683359697
59,-347.87331321022066,153.12629395405153,-253.09318773674022,171.5005984653323,-447.1895714962011,168.42726206999126,-139.64828953598044,156.19653002389458,36954.54545454544,20716.32485993786
60,454.78870738636033,138.06460644740432,539.8952414772793,150.15413925255874,224.47487571022066,136.70413469218127,620.3104285037989,143.8310851950281,22212.1212121212,20226.057164700982
61,774.5669093276592,133.30750925816437,809.6133700284008,124.32262546306241,696.03574810606,117.80415614722587,941.7073567708394,137.694934709573,23954.54545454544,19238.425735838897
62,1114.5683889678003,197.17090229496026,1009.1712535511397,172.39687356211664,972.5988399621201,142.8013078223663,1130.7885002367402,169.7674471264449,57045.45454545456,20825.873926281904
63,1048.1463068181802,191.64501346087278,755.8115826231187,165.78008243695996,872.7542021780209,147.3834372865962,896.7064689867402,150.29436148149298,82818.18181818184,20920.099868604757
64,878.2313861268813,185.3194103795665,548.1739760890196,156.7261020284369,708.7590258049386,133.30606690401436,650.2494673295405,143.29189182907555,104924.2424242424,20881.54707545547
65,770.0961766098408,161.21312261817093,339.5556640625,135.54960303200002,470.40187026515923,117.07768475549096,489.6806936553003,137.54107488976788,-1939.3939393939218,21153.383177040752
66,422.19060724431984,158.90326435810138,159.35413707386033,134.05552397628435,290.20034327651956,112.2911551720849,104.65243252840082,136.75979716640055,-13757.57575757576,21165.428696363
67,400.91293797348044,159.9505704348743,294.0506628787989,138.0675291386914,207.9822147253799,112.21373855532,0.9258108428002743,138.97140358359277,-19545.45454545456,20932.417817884285
68,-323.69362571022066,158.7758901599379,-157.35159209280027,137.39360213856278,-134.93519176136033,112.55492708673512,-461.0273141571997,139.2162356603273,-89909.09090909088,20904.303799824855
69,-825.2287523674386,170.06623512888015,-567.4064867424386,144.5977487538341,-532.7126242897793,116.18018685888987,-762.4211351799386,156.77388819702037,-100000.0,20609.750560883025
70,-985.4067530776592,171.28288829923312,-701.3155480587011,156.77256555085634,-730.55604876894,120.08915428886252,-1041.1798650568198,181.2101253081762,-58090.90909090912,11632.357264853503
71,-975.9102746212011,203.87187152848662,-615.9854403409008,185.52315647522985,-723.3965139678003,152.28774557449603,-870.5314867424386,210.77713543038467,-43090.90909090912,11761.683131365366
72,-1125.8087713068198,234.7537554616098,-928.7510357481187,216.14519428653986,-848.3268229166606,198.1091923303218,-955.3818951231187,219.69300407011113,-15393.939393939363,12123.387683548679
73,-1335.6227805397793,217.88454379827232,-1334.91151751894,231.47790669694774,-1049.6540601325614,202.05198501017873,-1467.0673532196997,240.50339032390465,9015.15151515152,8065.957439850995
74,-1660.8024088541606,231.9033105999955,-1699.3699692234804,239.83355295717044,-1455.0617009943198,226.41051653465576,-1889.06856652462,256.8097801395691,25772.72727272728,8107.80666553044
75,-2046.864938446979,279.062078753734,-2146.952237215901,282.8988568307709,-1843.0943714488603,257.54423623983797,-2216.086795691299,295.82886066708454,42500.0,8076.677984959365
76,-2607.3305812026592,332.95996606247365,-2740.5630030776592,359.65506111945547,-2473.285245028401,311.2146023692821,-2572.4609375,339.65035255770886,60030.30303030304,8323.81825926198
77,-2696.54237689394,344.48601345422577,-2770.26056463068,359.47619564946984,-2698.3027047821997,334.3121292848632,-2531.1208274147793,343.71771858308233,44727.27272727272,7614.470781955645
78,-2319.5158617424386,297.9765484537145,-2431.5351266571997,312.0958761857837,-2424.7758345170405,312.48175607794064,-2218.50763494318,281.9273416018464,29515.15151515152,7730.908235696523
79,-1778.596561316299,250.33481258250632,-1693.71152935606,261.65453232322795,-1959.6684126420405,265.49120326143736,-1437.2817530776592,226.45732227303446,1924.242424242475,6913.945662796257
80,-1151.1745383522793,224.8860449461751,-1101.1288174715992,233.56859249975912,-1297.0299183238603,227.44044477828245,-835.0008877840992,203.33923551016338,-21045.45454545456,8170.719745348312
81,-201.34129379734077,202.28093196033066,-178.0122514204595,234.4709936202383,-440.4036458333394,198.06736088917228,42.86147608901956,207.96272226254848,-37166.66666666664,7580.11753326964
82,820.9116062973408,205.1831133429333,1054.9658203125,236.3634280455945,581.1264500473408,204.5892451706884,902.6808120265196,211.0652696016934,-60878.787878787916,8886.185768970912
83,1470.5242365056802,201.93363520073635,1553.8230942234804,231.03549113131965,1279.2919921875,208.63272998144146,1476.3979640151592,198.32413783365877,-64878.787878787916,8377.281359439148
84,1429.910037878799,203.63794913402342,1454.0278764204595,237.21457572403622,1519.5238517992402,211.23467220555048,1248.6044034090992,197.61528867550967,-48257.57575757576,7647.27575325233
85,1088.857421875,206.04449627930794,1106.0984848484804,239.8766910876368,1159.2277758049386,210.90592217079214,883.6544152462011,201.6975502997599,-45863.6363636364,7517.527727949919
86,525.3702059659008,198.84544354831064,533.0958510890196,234.9897112284915,723.1338778409008,213.21653191537968,324.38328598484077,190.62888429863074,-26590.909090909117,7561.920697025273
87,-348.82827296401956,165.21279073092865,-624.8222952178003,186.54476995133805,-96.07022372159918,193.05634134576536,-512.3074988162989,160.15445522849961,-21666.666666666642,6351.950308942343
88,-1058.8449928977207,145.47380363989666,-1252.0100911458394,173.42901686208597,-935.3860381155209,173.80150313614445,-1124.5879202178003,139.8599349682931,-848.4848484848044,5234.990350224358
89,-1244.0061257102207,146.2191342569418,-1351.5292080965992,174.71447747662805,-1489.5672052556802,174.7511594764971,-939.7324810606187,140.58476620973053,1075.757575757525,5124.531827033665
90,-992.9575047348408,145.160952673843,-995.8280066287989,175.7180037213751,-1050.8701763731187,170.75846803211047,-840.9585108901592,145.73467652861214,-4151.515151515196,5093.8141062233835
91,-746.0319010416606,145.3005299060703,-665.8821614583394,167.25101055218897,-952.1691524621201,173.3672415739498,-472.6888020833394,136.82385516090966,-14393.939393939363,4689.658043182197
92,-224.80498342802093,124.8665050965816,-127.97969933712011,122.90521039628763,-414.19862689393995,150.57100079659122,14.49100378787989,108.30811737817082,1454.5454545454413,5337.068251452399
93,361.54474431818016,121.73094349036921,496.748046875,115.37354886395342,184.21860203598044,121.94912845287635,363.6279296875,103.55084835790221,12893.939393939363,5284.125610834245
94,657.8651751893813,120.44705406913677,640.3525982481187,130.39600669772878,563.3497573390196,113.04489071137837,506.38287168561874,113.30939684031756,27878.787878787916,5672.639859466368
95,567.5221946022793,117.96006299142427,566.7983546401592,120.6640595841783,702.7450284090992,109.11431884884456,418.27325994318016,114.47183133854342,36015.15151515152,5384.458811636958
96,321.25133167613967,131.56895858030234,431.29542495265923,135.47159828363198,446.5469637784008,115.91849569574536,258.0254202178003,138.63776742505877,31090.909090909117,5383.722021976742
97,246.52476917613967,157.8249728468068,324.02195785984077,157.4886758087357,222.2819010416606,149.13496117292985,127.52101089015923,161.08167506319833,36287.8787878788,5258.303154641781
98,-340.7328657670405,180.70772668674414,-191.4164595170405,172.1331213330673,-93.96898674243857,162.12233507473465,-414.2212653882598,180.21631307837478,17469.69696969696,4258.525721692197
99,-1081.3438091856187,198.85081678293818,-868.4679805871201,193.67532666830954,-711.6569010416606,181.501079430966,-1128.8702947443198,212.43010785953055,5015.15151515152,3519.5087936756645
100,-1516.157522490521,208.8674696424221,-1430.3842625473408,200.8411138715727,-1352.3552911931802,198.9575353913518,-1593.6212713068198,214.33510830320856,-2181.818181818162,3434.800029065655
101,-1771.5966796875,218.28147972235348,-1779.9338600852207,216.01542493426706,-1609.40059777462,198.24526669851133,-1900.5202414772793,229.9567883847289,5893.939393939363,3793.317307891222
102,-1856.4528586647793,233.5686474906259,-1791.1869673295405,231.86914145408943,-1800.154178503799,216.3834728031802,-1767.710256865521,238.59153628246634,16287.878787878799,4963.752912384602
103,-1425.78184185606,213.07734230644672,-1437.3364997632598,218.0910831079429,-1461.7294034090992,216.18483284613512,-1341.8022017045405,211.57555792460377,33166.66666666664,6926.49721261502
104,-750.7287227746201,156.2508190759802,-853.0601917613603,170.5793497883089,-1028.4562914299386,177.929162371746,-699.9350437973408,172.90017313446774,57318.18181818184,8974.997410161002
105,-96.60215435606005,130.59647879497925,-39.56646543561874,142.2912025052325,-339.57297585227934,151.46308471615072,216.45197088068016,143.8489133605323,70454.54545454544,9633.215609297169
106,515.4299834280209,155.77503250737325,461.14598129734077,157.88895798922638,359.50343276515923,150.34531874838797,720.5930397727207,186.8765051266868,74924.2424242424,9345.436858844248
107,1024.0753728693198,191.70124660991408,933.3510890151592,181.7654759976214,841.6293797348408,193.4937022341484,1186.6634114583394,204.61714654747607,64469.69696969696,8757.051468001267
108,1516.04373816288,206.26152442129796,1444.9838719223408,197.89362327389145,1234.8533676609804,197.02808906542325,1663.960256865521,221.7929552681528,37333.33333333336,9031.258847117402
109,1985.8723958333394,246.99849953966134,1939.657907196979,234.95049374567404,1789.228219696979,224.7800330769972,2188.0810546875,271.5964056844367,15696.969696969754,8444.500386456235
110,2283.20001775568,283.51191747839675,2183.1214488636397,271.7523031658835,2169.93593158144,265.3975742523399,2271.3356711647793,289.29879083948356,-10318.181818181838,8049.711251943725
111,2335.776663115521,295.4557037867535,2196.00526751894,293.91052248890674,2187.5409860321997,287.1992836913913,2331.29512902462,303.1885708197156,-40045.45454545456,8629.585857161148
112,2177.89003314394,294.31568430287115,2105.7290187026592,295.4781045812428,2200.3298117897793,302.82664568339914,1984.7444661458394,285.80559654445904,-58772.72727272728,8730.624356418764
113,1768.6545632102207,245.0816842104842,1807.790157433701,247.2352416636019,1780.8836410984804,267.86383666594537,1706.1563387784008,235.87880611218753,-46348.484848484804,8940.593653445674
114,1492.5511955492402,193.89385891628604,1549.6598307291606,194.68885989157437,1594.7681403882598,211.8625450708461,1359.3220288825614,181.93372619487894,-25378.787878787916,8967.452626669976
115,824.8351680871201,163.3636561639924,1029.4692530776592,162.24746584556664,1149.7341086647793,168.19416496385531,659.3331261837011,158.66356359461176,-31030.30303030304,7901.124514589131
116,126.88846472537989,149.2395685513428,409.71087831438126,154.6978142024625,519.9400745738603,159.75292688813812,-36.962150804938574,152.16969864829147,-44196.969696969754,7570.189468899793
117,-431.4208984375,157.89834142548838,-190.26470762311874,154.51230534181096,-177.607421875,166.86220058857782,-526.3449928977207,162.05155388358733,-27787.8787878788,6722.197102458208
118,-1074.0907611268813,166.4384089125764,-931.7041015625,157.11665030219075,-745.0463127367402,170.9079655123243,-1234.5225201231187,173.02673354897874,-34242.42424242424,6890.369372003553
119,-1537.2181285511397,185.82691334967404,-1323.3555279356187,165.601270731394,-1368.1917317708394,173.1485886065906,-1579.265506628799,188.29894555262325,-51666.66666666664,8136.114775269805
120,-1659.0952000473408,206.0969995917799,-1579.9551669034008,202.34096047251774,-1576.1970288825614,191.7244276526446,-1647.7867542613603,215.0333879939699,-6984.84848484848,13098.634084362884
121,-1562.4146247632598,218.90349823874683,-1583.3402876420405,222.16505821698178,-1628.9790482954595,218.22173729712048,-1639.87733783144,227.03037781159014,4242.42424242424,12683.952247943034
122,-1552.5645123106187,216.8450589162779,-1533.854610558701,215.8209344120913,-1526.867305871201,216.99906412040426,-1565.3435724431802,217.21640011733706,9515.15151515152,12722.479616934184
123,-1430.3742009943198,193.83408375781497,-1478.53944720644,200.680320617632,-1301.0987807765196,196.5245303721552,-1550.041133996201,203.29235284271863,11181.818181818162,12847.908792117825
124,-1554.2764559659008,194.77065147102257,-1619.7826408617402,209.1195148757349,-1466.74923058712,198.22365423540617,-1553.984670928021,195.59533504387892,17515.15151515152,12822.410649953192
125,-1551.37266216856,189.8252339620954,-1701.5536221590992,201.02943750069196,-1514.5143821022793,191.16283732894442,-1592.7382220643813,184.93092071592628,39015.15151515152,12822.410649953192
126,-1462.0896957859804,178.74452251028677,-1501.7807469223408,187.96550024064976,-1526.5169270833394,179.57664127997734,-1279.9146247632598,165.16684081988072,-25469.69696969696,12827.05044585449
127,-1156.4555220170405,155.7768905241773,-1124.31033972538,164.70511182780035,-1217.328805634479,163.49759692152497,-899.05820904356,142.767361544049,-34712.1212121212,13650.931612322198
128,-803.8063742897793,137.50200534152125,-817.4320845170405,144.35052614478832,-969.1706616950614,151.99778039606096,-488.51577296401956,127.05039762762354,-46121.212121212084,14757.886251478232
129,-282.35218394886033,113.69940254655981,-197.5223425662989,130.67774259467777,-451.7473070549386,126.35446732426966,140.59067234848044,125.11442607630092,-51530.30303030304,15331.386269958684
130,185.48902107006143,101.18776881313141,407.73052793561874,113.59775083714986,170.78805634469973,111.63867277062201,577.5028113162989,112.53220867311998,-86378.78787878792,17322.574007575604
131,690.5303030303003,110.06820672366314,856.72910748106,130.7695570579044,628.7656841856187,108.36311182738264,908.9260771780209,126.70936427231153,-70348.48484848483,11064.013588848075
132,909.5447147253799,131.4221025745386,1081.7906605113603,141.3570540248005,972.9145951704595,136.7153316805593,962.2702118844791,128.9430826999512,-78454.54545454544,11301.597926951717
133,1026.0740707859804,131.3330196978006,1137.6578776041606,141.3831224680014,1078.9356948390196,137.85428969834123,983.6104699337011,128.7743062100442,-62318.18181818184,11011.63171641021
134,670.9298058712011,130.67689213933525,768.8020833333394,133.71411335166073,879.0567294034008,139.67584611844114,506.7333984375,113.22575747381408,-41500.0,10864.705158531371
135,286.87810724431984,116.51570905627264,237.1342329545405,118.2200331477149,445.60191761363967,117.37222903034274,25.388701467800274,103.69639997903613,-14333.333333333358,10971.864845221991
136,72.68199573863967,100.31476205585447,-48.8358191287989,102.9606914689979,175.93927556818016,107.31638042872098,-150.65296519886033,90.46943562016867,37560.60606060608,10704.212502059934
137,-227.2351444128799,97.69346640756766,-451.35771780302093,96.38809965567587,-118.36041074811874,96.78243545923806,-410.29844341856005,87.86541150349643,90393.93939393936,11972.32345560459
138,-659.6704841382598,91.61854362847518,-721.8704131155209,94.22502504639108,-579.2967270359804,92.58513788671569,-587.3912464488603,83.03438717143923,84909.09090909088,13288.919139675221
139,-486.24334161931984,93.47889593587838,-594.5105350378799,93.81338823768066,-650.6578480113603,92.8514000668103,-291.0200639204595,82.01965594786711,97378.78787878792,14516.345873554445
140,-168.8318241003799,91.2957156649809,-313.6872632575614,88.06449635393987,-276.31288470643995,89.86823279648917,-48.41796875,74.38900692550445,110121.21212121208,15239.802172204661
141,15.15373461174022,96.14618473721703,-49.10052675188126,87.71739290866161,-227.9378255208394,90.15093425239131,230.61982125947907,82.04015469423588,91530.30303030304,12776.062327456035
142,294.7876716382598,91.97114437506498,237.85955255681984,75.19568861607412,41.93581321022066,91.03355233809556,420.2448804450614,73.93704187311445,88348.4848484848,10502.797738249486
143,630.5115116003799,86.34141424694438,467.04575047348044,61.88230265364259,330.0525272253799,63.65215896092418,596.6614879261397,92.71224189387013,92787.87878787873,12404.424697103677
144,781.5073094223408,99.16502121791855,551.6410688920405,85.54095566642451,524.65879498106,85.8844112294633,606.3859789299386,95.44154440950922,87393.93939393944,11847.292817662525
145,535.6717566287989,83.40869500787008,424.86224550188126,79.6510473063636,477.61585582386033,72.19800618933073,370.35215435606005,87.38757213041454,53393.939393939436,10329.753223233001
146,399.01352391098044,81.83449809568117,330.88896780302093,64.00054802344695,327.38710345643995,74.7352724422533,264.6894235321997,79.237170646938,29212.1212121212,10188.796310062042
147,59.3624230587011,87.63826179634162,90.51698626893995,91.47476823114945,258.00189393938126,72.86922727615334,-162.67770478219973,117.10398998097595,5287.878787878799,9270.516670544472
148,-256.60866477272066,117.40339825072563,-188.72099905302093,110.3940776291826,-86.96052320075978,101.59511063099337,-384.9341560132598,145.39887565845817,-15909.090909090883,9638.50748022125
149,-754.3778113162989,148.57201238787852,-458.76361268938126,135.86141077161713,-426.1853397253799,133.83903700837584,-891.8125591856187,161.74843111041986,-50848.484848484804,9667.548169174323
150,-1076.4870383522793,149.51149598044574,-924.3613873106187,148.92310844407302,-993.6456853693198,156.60794076376183,-1104.3434836647793,157.5159759621276,-82272.72727272728,10196.888198152406
151,-1189.7654770359804,149.3743015659342,-1088.0624112215992,148.73719346771188,-1085.8589311079595,153.75494041843237,-1244.7591145833394,158.47129895199296,-62560.60606060608,10147.735162370953
152,-1039.4668856534008,142.50505061193203,-1138.06699810606,147.33426021573223,-1138.61934777462,156.5839655527955,-1059.692086884479,149.5256205661285,-46893.93939393936,10192.786300221518
153,-827.1906072443198,138.00112735768928,-786.03456439394,142.5118499733071,-976.7323626893813,149.2630286434655,-689.1903409090992,147.4403240387824,-36954.54545454544,10175.58250611939
154,-391.06711647727934,121.80075207840588,-475.43146306818016,137.1020336136247,-629.55137310606,142.93989588583514,-158.67291074811874,119.38475101239317,-24818.181818181838,9066.002244331008
155,160.00073982006143,88.70095725780347,90.79397490530027,106.340811721697,-83.84084990530027,112.19516579257288,307.26740056818016,90.37142540574419,-23151.515151515196,6786.8613956162235
156,446.7976148200614,86.53988935614237,592.9641631155209,96.16182240607087,427.04604640151956,96.48482873371695,529.8397549715992,99.43240523738211,-11818.181818181838,8071.703456781281
157,520.8911872632598,95.04465342994594,666.4999112215992,101.02934115045178,472.56036931818016,109.5896684341135,653.5873875473408,105.54379865828817,-23984.84848484848,8079.8085240384235
158,629.6108546401592,116.26181944245765,701.3066702178003,113.22417327346315,720.4277639678003,118.26064596346014,569.9107776988603,113.6964282283551,-13045.454545454559,9768.443035552951
159,629.9010120738603,127.28943941418562,787.8306995738603,136.59874803948097,695.0901100852207,139.71759944955036,635.7003136837011,119.6592444719806,2500.0,10098.064621050367
160,685.7300544507598,111.5073810366371,809.7567471590992,127.91746704436234,743.3413233901592,141.01379654136596,722.7805397727207,106.06390610038632,38030.30303030304,10223.081969674198
161,899.3676017992402,109.91648019147294,833.7128610321997,107.90406919460405,863.9553740530209,124.28074987072091,883.7980883049386,106.25079035782595,62272.72727272728,10137.51726007641
